CreationDate,DateSent,DatePayed,TotalPrice,PayedAmount,IsPayed,CustomerId
2017-05-09 13:17:57,2020-02-08 23:48:42,2019-11-19 19:01:57,2095.73,1893.42,1,deb4d410-6d56-4102-8613-cbd86956211b
2013-06-14 16:22:16,2019-11-03 08:35:40,2019-11-09 17:39:03,4106.63,705.4,1,7a8bac5c-3e94-430e-88df-7d38529e1951
2016-11-17 14:10:26,2019-10-05 20:41:22,2019-11-28 15:45:32,887.21,0,1,6511551c-cfba-43ac-960f-7ec6bc38a1c2
2011-07-02 21:38:23,2020-01-06 06:41:31,2019-10-13 06:29:45,1258.04,0,1,ba5a8ad2-97e4-439a-a027-7d1fec83223b
2018-07-18 13:10:58,2019-10-01 16:32:53,2019-10-10 00:23:46,370.03,0,1,36c15f29-4974-4eb6-b4c2-936938b11db9
2016-11-30 15:01:59,2019-08-17 02:19:35,2019-05-05 12:44:46,2006.34,0,1,79f61cf2-14ab-46e6-be72-0c002cef0f4c
2010-02-11 04:45:30,2019-11-11 19:52:08,2019-05-31 06:28:10,2738.66,1430.29,1,db370b5e-16fe-43f1-b5db-57517d48fce6
2010-05-18 08:53:06,2019-11-15 12:06:29,2019-12-24 11:42:49,1948.13,0,1,2111a2cd-62a5-436c-a288-b13172ef30df
2015-09-08 15:58:20,2019-04-24 14:21:22,2020-02-11 09:44:14,2895.51,0,1,67495def-9444-4932-8c80-c432750332e3
2019-01-14 15:31:25,2019-10-03 01:09:50,2020-02-24 13:41:59,4055.57,0,1,f37d6261-a090-4a98-8a98-7a2b61827b9d
2018-10-03 01:53:58,2019-11-11 18:23:16,2019-09-29 13:38:18,3032.45,0,1,5e406635-8fe4-4874-8d7e-fbc1d480e476
2010-03-30 01:03:25,2019-12-01 19:47:02,2019-08-14 18:33:50,2158.48,858.44,1,62d08d3e-ab8d-45cd-9c01-2f6586ccd532
2018-10-01 09:37:09,2019-05-31 19:53:14,2019-06-26 09:32:09,4749.8,3679.1,1,83d1717e-74e3-4c0a-a29f-aff038acb2c9
2017-01-14 00:02:49,2019-09-12 07:38:21,2019-05-04 16:06:05,2091.54,0,1,b44c8f82-3a34-46ec-83d1-2cae10eb635e
2012-09-06 11:21:11,2019-12-21 19:23:47,2019-10-08 00:00:48,302.25,0,1,98ab9525-ba17-41dc-8afa-971183cc6b7e
2012-07-29 14:11:57,2019-05-06 01:24:01,2019-03-22 02:55:29,4554.0,0,1,9f257d86-c7d8-4018-90ee-0487e51db7ce
2011-03-03 01:57:44,2019-08-25 15:22:34,2019-04-17 06:14:20,769.4,0,1,829daed5-4fed-4d99-a600-8a0789ca8fe2
2011-06-17 22:19:02,2019-10-31 19:54:36,2019-07-23 08:48:09,3648.58,2100.79,1,07c3d6a6-5d5b-4848-855e-eb18ea18fb0f
2012-07-29 06:34:28,2019-10-22 18:00:46,2019-10-09 23:06:47,1440.65,0,1,f12a6000-2bff-4737-ac0e-dd93fae33b93
2018-04-09 03:58:57,2019-11-19 01:55:06,2019-06-22 23:57:11,3530.4,988.37,1,b9aec266-1031-4025-86fa-b9c4f629ba9c
2012-12-28 07:43:58,2019-06-02 05:03:53,2019-11-23 09:51:59,549.99,0,1,ad51b09d-7f5e-4bfe-a323-2801babb15c9
2013-05-26 00:48:12,2019-05-11 08:00:02,2019-11-27 11:09:14,1739.38,0,1,1fa6eec4-be17-4082-b75e-f34699f49f6b
2018-05-31 04:34:50,2019-12-05 21:51:44,2020-01-22 22:21:33,2099.67,0,1,53161dc9-cc09-405e-a84f-558c0eb87955
2013-10-04 01:51:08,2019-10-23 09:56:45,2019-05-10 05:06:29,2276.81,0,1,ca953dca-75d9-4838-a50b-ff615d4f7e92
2018-11-12 22:47:52,2019-12-05 15:55:28,2019-05-02 01:14:32,4729.82,3375.17,1,d527d6a7-e3f3-49f6-889a-09e583ecd079
2017-09-27 15:32:43,2019-08-09 11:59:25,2019-05-26 12:42:29,2462.63,0,1,cb31b897-c23e-4c3f-87ef-3da2149fca14
2013-09-30 21:13:20,2019-08-17 08:19:43,2019-08-19 05:58:43,2568.95,1388.54,1,25f2cbb9-4c4d-4068-809c-ad2038d5ccb6
2013-09-17 06:49:05,2019-07-19 22:43:13,2019-04-02 22:35:20,319.85,0,1,14cb7be9-10fa-4d7c-a251-c25c9f155636
2016-04-10 04:35:21,2019-10-14 08:31:16,2019-11-02 23:03:30,3872.62,2076.01,1,deb4d410-6d56-4102-8613-cbd86956211b
2011-09-11 14:07:52,2019-09-27 14:09:27,2020-02-09 13:46:40,1362.97,445.24,1,67179f1d-5d49-4759-9083-edf95d04e67b
2016-02-02 17:39:02,2019-12-31 04:19:23,2020-03-01 20:05:41,2403.13,0,1,6cebcdde-d2e0-4db2-868c-45dec5ced7cc
2018-12-22 17:09:54,2019-09-18 16:54:14,2019-10-04 03:25:27,3832.93,1646.55,1,ec128035-9ed6-44ea-aa5f-71aedcbcbc97
2014-10-10 20:04:21,2019-12-07 21:14:29,2019-07-14 14:49:43,2819.97,0,1,4861e67b-cea8-4b3a-91e9-a28197775e9a
2018-06-30 12:25:00,2019-12-12 12:02:43,2019-07-05 18:06:00,4963.09,1427.23,1,9149bff5-6e9d-4c19-acef-4699ce7852e4
2014-10-09 01:29:52,2020-02-03 10:19:41,2020-03-03 22:08:52,919.63,0,1,b9e74108-d4ee-492b-a35d-d275a74a4ad3
2015-02-04 17:16:54,2019-06-20 01:56:44,2019-11-17 03:33:21,2553.07,0,1,4b057c67-3acd-4a8c-9449-c79d5ba514d0
2019-03-28 22:09:48,2019-12-06 00:31:35,2019-08-17 14:12:38,4759.41,1713.14,1,43b40de2-0c41-47b6-81c3-4aab61108a01
2011-09-18 15:01:04,2020-02-21 23:18:17,2020-01-16 07:31:53,216.21,0,1,b18d257c-8867-4f48-8c2c-5e26e38a72a0
2018-01-18 19:02:14,2019-08-07 08:39:58,2019-06-01 19:53:47,2493.12,521.18,1,33024344-45dd-48ec-a3e5-f3c7d00f069d
2020-01-21 19:46:00,2019-10-22 12:23:46,2019-10-01 20:15:37,3387.13,999.6,1,342f4e15-db7d-4337-8645-1e007b07fe60
2015-05-31 17:05:37,2019-11-13 14:26:52,2019-04-04 07:57:09,4611.81,4255.03,1,53cb50f1-0a72-49a5-843f-6bf71ccdbcd5
2018-05-05 15:25:26,2019-04-03 20:12:49,2019-07-07 00:07:11,1705.95,0,1,369f6d58-2961-4bfe-b3cd-cb4559a15c5d
2018-03-10 07:43:50,2019-05-22 22:44:22,2019-09-10 15:15:11,1083.18,0,1,eabac877-55ff-4330-94af-11faf9ef6236
2015-02-27 13:52:13,2019-04-18 05:11:07,2020-02-06 00:17:58,2249.43,1600.36,1,b26cf6d0-f9b1-4d1f-b478-7688e429fa0b
2017-07-28 14:16:57,2019-05-01 12:04:27,2019-04-23 07:44:40,1062.99,451.02,1,3474ed6b-b1e7-44b0-a287-94a9129d211d
2010-04-14 23:47:06,2019-06-08 18:32:56,2019-12-17 22:04:22,1889.38,0,1,9b58b099-81b4-49df-9928-8b6c8ec885d5
2010-09-04 15:11:12,2019-08-31 00:31:34,2019-08-08 14:26:40,2587.75,406.36,1,82d92c98-4960-4cb9-ba7a-236292a6c8b1
2017-04-02 03:54:40,2019-06-15 21:01:29,2019-07-24 12:51:29,2092.58,0,1,7e8720dc-8edf-4f79-8997-0a8668c987af
2018-11-28 06:51:27,2019-11-27 09:07:43,2020-02-25 05:24:41,4077.1,2085.74,1,c8ec827c-f8c0-4ddf-a810-20a0cf717078
2012-06-02 10:35:51,2019-06-18 11:49:46,2019-08-08 16:19:44,1669.34,1060.88,1,52230338-2f8b-4b35-b10e-65393df973b7
2016-02-13 03:04:47,2019-06-17 23:39:01,2020-01-18 08:04:57,1660.39,1193.01,1,3c78e0e9-e54f-4e79-8cb5-4f9bf2c9e522
2014-08-03 17:11:15,2019-06-09 04:42:57,2019-08-08 01:26:42,3169.69,849.16,1,3ea55ff5-63cb-4532-a6df-fc24a562675e
2018-06-07 14:05:13,2019-10-05 09:47:35,2019-09-07 17:39:23,2004.06,0,1,f12a6000-2bff-4737-ac0e-dd93fae33b93
2019-07-10 17:42:30,2019-09-11 20:36:44,2020-01-29 05:06:23,304.63,0,1,cc8d81c9-e6b6-4f61-86b5-451dcc2df3a4
2015-06-03 13:41:18,2020-01-03 21:04:31,2020-02-23 20:36:26,2110.71,1798.62,1,5d3b851d-ed42-45fc-8330-a19c48e799bd
2016-06-05 19:27:54,2019-12-01 09:33:51,2020-03-06 17:04:01,2439.06,0,1,ec128035-9ed6-44ea-aa5f-71aedcbcbc97
2018-08-28 07:36:13,2019-05-07 04:02:26,2019-09-27 12:48:12,3754.62,2629.28,1,6900b34b-9f0e-4f7c-a4cc-8de7ddb9a069
2016-02-08 19:56:10,2019-08-30 03:27:00,2019-05-01 08:42:29,294.79,276.16,1,36958a5a-7346-4271-b56d-3812a7c9774e
2016-04-23 03:52:05,2020-02-24 23:47:44,2019-08-18 08:12:19,686.6,0,1,d8de1689-8337-4036-9702-48726a44ed09
2018-05-16 14:54:56,2019-10-25 14:02:46,2020-02-14 06:23:58,1932.51,1549.57,1,553a39b3-4408-4e29-baef-c348db645639
2014-06-28 03:53:07,2019-12-13 17:01:19,2019-05-22 11:49:57,2442.83,2158.65,1,d32bd966-fdbf-4297-bee7-31cccf9c1d40
2015-10-23 08:05:15,2019-12-28 18:17:21,2019-12-09 17:11:55,1941.08,1580.81,1,006d04b6-b226-405f-b3d0-f5ae95ec40c5
2012-08-03 09:33:57,2019-11-26 11:36:35,2020-02-29 09:05:42,710.45,395.64,1,e23fa9bc-6eb1-44f8-a477-ca986040ff08
2010-04-23 21:59:37,2019-06-16 05:37:44,2019-11-27 16:42:51,181.71,0,1,00a161ba-f8fd-4400-9336-205ab56c3a5f
2011-11-04 10:47:31,2019-10-21 15:37:13,2019-12-24 10:58:51,4920.25,3199.07,1,768f2777-9bed-4026-b8f6-bee2b7c74e1e
2019-03-28 22:00:10,2019-06-18 15:24:02,2019-05-02 06:46:39,1613.41,0,1,b272cd88-937a-47bd-8d35-7b1db9ebeb92
2020-03-03 19:48:42,2019-05-27 10:25:46,2019-06-22 04:08:53,3393.01,2862.67,1,731f5aae-accd-41e3-a407-b7549ca22d1f
2019-04-27 14:21:35,2019-10-17 04:45:41,2019-03-14 06:52:57,1817.64,0,1,4fd2f533-7750-430b-b5a5-43423328635c
2013-10-04 14:28:03,2019-11-21 00:48:13,2019-04-24 23:21:58,3038.01,0,1,b0f418cb-add3-48cc-be14-38bf01de8332
2012-09-25 09:55:35,2020-02-02 04:49:56,2019-12-11 00:01:27,4110.32,450.61,1,e8962f2f-f5f4-4902-b10c-fa4a2239070c
2014-05-08 15:05:27,2019-09-06 12:34:21,2019-07-01 11:03:07,4324.08,0,1,a27c4891-fcc4-407e-ac1e-b75eb181f35e
2010-05-10 16:36:33,2019-05-14 09:00:08,2019-06-09 07:31:47,4260.7,759.9,1,1fd8aeb3-4a99-4f62-82ca-31235cfa709f
2017-11-13 11:23:28,2020-01-26 14:37:52,2019-06-24 14:33:53,1721.66,1411.43,1,512aefc9-099c-4e01-bd09-9950c1586775
2010-08-20 07:38:04,2019-08-21 09:13:51,2019-07-24 18:38:11,3024.27,0,1,82ccd656-b303-4278-8756-3eef6943eb6e
2013-07-27 16:15:17,2020-01-28 21:21:52,2019-03-25 17:11:35,228.03,0,1,9c794913-ee05-4f42-888c-c1c804e64ebf
2019-05-19 14:27:00,2019-10-03 16:10:41,2019-11-02 16:06:14,251.4,0,1,0620cbe8-4c37-4acc-84e3-3b097a7b34d4
2013-02-28 14:31:46,2019-07-12 17:25:50,2019-07-31 19:45:44,1603.42,0,1,63648de7-688b-4d18-9fe2-de5345261761
2017-12-19 08:08:56,2019-04-22 13:15:15,2019-11-27 06:27:32,2126.79,0,1,4d826df4-eac5-43ec-8236-034c4cdf6d73
2012-02-01 22:07:34,2019-09-26 09:17:20,2019-05-08 22:45:09,3548.37,0,1,322afb50-8ce6-4746-8f2f-882d51026f9e
2013-01-17 03:12:35,2020-02-17 12:50:59,2019-08-26 05:27:47,4160.78,3453.95,1,ccab1bec-309e-4dee-87f0-cedccb26c251
2013-03-29 17:24:17,2019-09-01 10:23:09,2019-06-21 13:38:54,3116.5,2456.84,1,bde5dbe8-2c1e-4b0c-979f-25f92d5b533d
2011-12-11 14:56:40,2019-08-17 03:46:26,2020-02-03 11:43:04,2974.1,1999.33,1,2c39cf2a-e6da-4d09-bfb9-87c605c4721f
2014-04-02 06:09:30,2019-04-27 20:39:27,2019-09-08 03:02:25,1191.08,0,1,17a3addc-ec1b-4842-9918-a5ac7a6d5458
2016-04-08 20:40:35,2019-12-06 23:03:25,2019-11-22 17:36:40,720.51,0,1,f7f2d50f-bd39-4d48-abc4-5d0bdd32cb7e
2017-02-15 13:18:34,2020-03-07 05:05:31,2019-09-25 11:44:43,1490.4,0,1,6a9e7e52-84ad-4144-8474-a0338dac5b26
2016-07-22 11:36:39,2019-10-18 20:27:55,2019-05-20 10:45:19,2549.26,0,1,503ccbd3-7fef-44f0-91fe-716b90d1cbe3
2018-01-20 12:05:59,2019-12-27 03:53:02,2019-04-30 06:54:16,1886.17,75.07,1,67d151ef-d62b-4f85-a58c-ea02b7914435
2018-07-06 03:07:38,2019-08-29 21:05:31,2020-01-14 12:41:09,2273.87,0,1,0ae386a0-53c3-42a6-9602-1ba61b213b9b
2014-12-02 03:39:39,2019-11-07 17:15:10,2019-09-05 20:32:11,998.88,0,1,2d81be41-78e5-43d4-974f-cea7c9f3dece
2013-08-13 10:42:50,2020-02-17 07:24:30,2019-08-07 12:19:24,3430.98,1602.33,1,a48d9aad-5393-41a1-b294-c4578e8aae43
2015-07-17 07:58:56,2019-07-27 14:20:37,2020-01-31 02:32:19,3022.48,1069.26,1,a2a34f17-00ef-4c87-86f7-abded56ad8e7
2013-06-25 22:55:31,2019-12-29 16:59:46,2019-09-22 03:04:31,1348.59,0,1,d5865289-a2f5-47a2-8355-279ddb3107e5
2014-09-24 23:11:02,2019-08-13 00:19:45,2019-10-19 22:53:15,311.69,0,1,17a3addc-ec1b-4842-9918-a5ac7a6d5458
2017-02-05 07:00:05,2019-04-03 14:19:49,2020-01-18 06:00:34,4263.91,224.46,1,ebdc7077-f3b8-4cd2-8dba-ca3d42913b38
2012-01-14 11:38:51,2020-02-28 16:23:51,2019-05-07 05:35:00,2265.3,2131.6,1,de7cd45c-6aac-4a83-829a-6215e137fed5
2013-07-25 11:07:37,2020-01-07 03:38:52,2019-12-07 16:19:55,581.89,0,1,40ed5acb-c620-493c-8464-f0a5981b6184
2017-10-30 22:00:53,2019-11-18 05:55:25,2019-10-30 05:54:01,3964.32,606.08,1,91aaf818-ff59-4aff-8271-5616a9310a33
2017-10-13 20:38:24,2019-11-21 17:31:40,2019-11-15 17:00:09,3292.25,1153.19,1,2a461f3d-f74a-445d-aaaf-b10384c9337a
2013-12-22 07:30:52,2020-01-26 21:52:23,2019-05-15 23:49:33,304.5,0,1,2b57e5e5-6b8e-4e24-aa8e-ba1d28a3ae0b
2012-04-16 13:15:17,2019-07-26 03:34:22,2020-02-12 19:42:06,1430.63,0,1,c458f390-0c13-4104-ae1f-ca863a5bb59a
2019-08-11 01:11:00,2019-10-15 20:40:27,2020-03-13 11:14:16,1522.15,0,1,a3ad8901-c34d-405d-8bf6-4a2105aef8b6
2016-10-31 04:47:13,2020-01-20 18:26:40,2020-03-06 14:31:45,3877.75,0,1,a7dea82f-dd5f-4016-b494-37fc456cebf2
2013-10-23 01:44:31,2019-04-11 21:35:22,2019-10-28 09:53:09,2339.79,1371.58,1,7bdbb59f-ea70-418b-a3b2-9f33bbeeb021
2019-09-19 14:57:40,2020-03-11 21:29:59,2019-11-19 18:30:58,864.82,0,1,07c2d737-9e38-47b0-9475-635429d3b372
2012-11-04 20:18:29,2019-05-28 09:28:07,2019-04-30 18:38:42,4986.93,2606.6,1,5cd9b7b7-75e1-4208-af4d-1f4d83ec78e0
2018-01-30 16:47:27,2019-04-04 20:24:42,2019-10-03 02:04:56,3530.01,1118.57,1,05333309-6542-4bfe-90f0-03e31fbf5a18
2011-12-04 09:28:11,2019-12-28 22:02:37,2019-09-17 00:45:08,3217.82,1328.01,1,84723f04-d1b5-4c6f-879a-282bc0991cd8
2018-04-27 01:28:04,2019-08-19 20:28:47,2019-04-02 11:20:31,4701.92,1955.09,1,e1ee3a17-d034-475d-9fb7-57d55f9ed9b2
2012-05-01 11:53:54,2019-07-03 17:53:54,2020-02-11 22:51:42,2799.46,0,1,02b1de51-7477-480d-9862-967a4717f285
2011-08-27 12:31:28,2019-08-29 07:09:39,2020-01-26 16:53:12,3287.52,1245.64,1,c1b570c0-d1c9-4c75-aba8-0b415dfecfb3
2016-06-07 03:08:55,2019-07-07 04:51:46,2020-03-11 19:02:34,4760.78,3909.0,1,b3b8d3c0-af70-41bf-be3f-06ac0eb60baa
2019-03-23 09:33:21,2019-05-29 12:07:43,2019-07-11 22:49:55,590.76,0,1,e6c76727-617a-4176-b563-0300b2c16e55
2019-01-05 20:33:08,2020-01-20 20:08:56,2020-01-18 21:11:06,4199.28,2093.93,1,585dabf9-4130-4fc9-b4d4-b7959a446f0d
2019-07-09 13:13:29,2020-01-04 17:21:44,2019-12-25 10:14:33,1053.52,0,1,be9f0ee8-a2a1-4147-9131-8a51c1cd3693
2018-06-09 22:51:11,2019-07-18 13:27:21,2019-09-06 11:58:06,2135.17,0,1,f0c08a32-551a-4449-b18e-85315a97a86a
2010-05-25 11:46:35,2020-02-13 14:31:26,2019-05-28 22:11:28,462.97,0,1,e1a44a02-4574-4358-83ba-3ab4ae8acf9d
2016-07-06 21:11:33,2019-04-06 23:58:04,2020-01-09 20:29:19,2755.64,2598.59,1,3605f47e-11cd-4ee9-9fd0-852f887c222d
2015-11-24 02:09:45,2019-05-14 19:46:08,2019-12-23 02:43:40,2046.26,242.37,1,3e6cd886-a587-49ff-87b1-f44811d0b08b
2016-04-21 03:46:27,2020-03-13 04:04:43,2019-07-19 19:34:15,2151.72,0,1,525a7b6d-8514-442d-a45a-c10ab23463aa
2011-09-08 20:03:33,2019-04-30 09:05:30,2019-08-13 19:13:05,3621.42,1725.95,1,08cb566e-6404-4b22-9ba8-86c37d398616
2012-05-12 17:59:14,2019-12-09 03:19:57,2019-11-29 13:03:40,2627.09,0,1,82d92c98-4960-4cb9-ba7a-236292a6c8b1
2016-09-22 14:40:35,2019-04-30 09:51:09,2020-01-25 10:54:36,836.84,0,1,95bb12cc-59c7-436f-aa3c-006222fa2616
2010-03-10 23:54:57,2019-04-17 22:39:03,2020-02-13 21:53:08,3496.51,2228.76,1,f738bdb9-485a-4ef2-9eda-7ba628d4c23d
2015-01-13 17:13:40,2019-06-06 01:43:27,2019-06-15 23:09:09,3690.88,1781.4,1,28a0d3ec-4001-4b5f-92fc-f71d111e16c2
2016-03-05 21:29:23,2019-09-17 04:28:48,2019-08-15 11:28:50,4373.1,3804.17,1,b93db5cf-23d3-4eb2-ba4e-78cc36de7d3a
2018-08-15 04:26:10,2019-05-16 01:33:18,2019-04-16 00:40:06,556.06,0,1,fd75fead-8a69-465f-8069-b9855b254cfd
2011-02-06 10:05:40,2019-09-10 11:45:23,2020-01-27 08:11:03,2969.5,0,1,8a7599ba-8d0a-43ad-9d05-fd442dd2c546
2010-07-05 11:10:32,2019-10-02 01:25:34,2019-06-10 08:53:21,4403.01,1373.99,1,056da0f7-ab5d-4d20-b3f6-60c8f2b74725
2018-07-30 09:47:03,2019-04-28 10:25:23,2019-05-14 12:43:31,2472.57,0,1,b50bd255-0a90-4d46-b22e-37d9e73af710
2012-04-29 00:28:29,2019-09-23 13:44:07,2019-09-30 13:36:54,1658.07,1124.88,1,7827ed2d-876d-4df3-9890-b3b7991c3d1e
2018-06-19 16:12:20,2020-01-10 18:07:49,2019-10-31 10:51:32,1651.63,0,1,228aa9b7-10d4-42d4-a797-eb651f99fe05
2012-02-16 04:59:47,2019-04-01 10:48:00,2019-08-02 20:49:23,813.86,0,1,61112209-88c3-49be-882f-6835ce5f42dd
2010-06-01 08:11:16,2019-09-19 08:15:35,2019-12-24 10:02:30,3524.88,1419.38,1,e4024888-d720-4236-b921-adc76bdcf942
2019-08-10 16:15:07,2019-04-21 18:09:52,2020-01-18 20:50:17,321.19,0,1,65db487f-2020-4646-b68c-41840714cfab
2018-02-03 22:37:54,2019-10-22 13:48:39,2019-07-10 20:36:38,3449.38,2258.19,1,0dd2313b-2df0-4c8a-a4e1-92c44979cc00
2012-08-02 11:50:51,2019-09-11 04:07:39,2020-02-07 14:11:52,703.75,0,1,ca953dca-75d9-4838-a50b-ff615d4f7e92
2015-02-22 08:20:54,2019-07-18 10:21:02,2019-11-30 16:54:51,4032.76,0,1,85b77ebf-0aea-4267-9a76-b2cb1a5222a1
2012-12-09 06:20:56,2019-06-26 03:04:32,2019-06-30 01:13:03,4829.42,1990.7,1,9d6f7b5c-b698-47cb-ba09-b3daee464c5a
2018-12-14 06:54:36,2019-09-24 19:27:56,2019-04-27 02:44:56,3742.43,250.54,1,dfb75ade-f2e6-4825-bff0-847484bb1466
2014-09-05 13:35:42,2019-03-23 22:38:31,2020-01-22 22:29:22,2709.68,0,1,58bc0150-de01-43aa-b087-0a59a208bf46
2014-03-22 06:43:16,2019-12-12 11:15:29,2019-07-10 17:03:16,1888.0,0,1,58a1e6c2-a450-48c8-a607-351fcb4f9088
2014-03-05 13:14:43,2019-05-09 03:45:34,2019-07-12 14:05:47,1432.49,0,1,73302ccb-391c-4cb8-9e3c-98a399bfc65e
2012-11-18 21:02:48,2019-12-19 23:32:04,2019-12-31 03:26:00,2009.08,0,1,16e8ca62-8bd4-4666-89b6-6c20e691a404
2018-10-15 06:36:05,2020-02-13 08:20:07,2019-05-06 11:53:18,3975.56,1137.19,1,5b1c10a0-038a-4eba-860d-765e595f51bc
2019-11-12 00:30:42,2020-02-25 02:43:12,2019-09-23 10:06:53,1227.08,1220.34,1,6511551c-cfba-43ac-960f-7ec6bc38a1c2
2019-06-02 14:23:58,2019-05-09 04:06:44,2019-05-19 15:59:42,2824.87,0,1,fcb81508-6324-4853-9317-139004451125
2011-12-19 15:12:09,2019-12-22 23:48:54,2019-09-16 15:57:25,2512.93,823.93,1,7f132845-fa1e-4ea2-92eb-c3ef6a80f21b
2018-04-26 07:41:07,2019-03-31 10:58:14,2019-08-13 12:41:35,466.17,0,1,ec0d2050-880f-45f2-8afe-e6f69a26e854
2018-03-19 21:09:55,2020-02-18 17:59:10,2019-05-01 01:21:55,4641.18,2701.28,1,6511551c-cfba-43ac-960f-7ec6bc38a1c2
2010-12-05 00:52:05,2020-02-01 17:43:19,2019-08-06 22:07:05,1649.71,1145.45,1,37d8a892-2dc5-401a-9e7e-4680f74724fb
2020-02-17 07:46:34,2019-12-28 11:05:53,2019-03-27 21:37:36,3184.57,0,1,61112209-88c3-49be-882f-6835ce5f42dd
2010-10-15 17:06:54,2019-04-14 13:06:26,2019-06-21 06:11:08,4691.97,274.77,1,27baa047-6e78-44e4-9295-55bbbc044f52
2019-10-25 10:01:22,2019-05-28 02:18:38,2020-03-12 09:15:18,3077.46,0,1,74b17e01-a3b0-43b2-9b85-faff91f804ff
2017-04-22 06:58:02,2019-08-12 06:54:47,2019-09-17 19:49:54,4999.93,1229.13,1,2cc395f5-4978-47f8-bf8f-3e4d1eb28a51
2014-12-06 03:03:21,2019-12-25 19:47:16,2019-05-06 06:37:42,3301.66,721.55,1,f18b11ed-af2e-4581-a3a2-435e0222e5b6
2015-02-09 19:07:55,2019-06-10 05:16:11,2019-04-26 21:11:05,3842.64,1487.74,1,2027f59b-3411-448e-8e3d-1958f57d06f7
2012-04-29 23:02:48,2019-12-08 19:22:07,2019-09-10 07:26:48,266.35,0,1,ba03dc60-04ef-4642-9ecd-e588344feab3
2015-02-09 18:10:49,2019-03-17 17:37:02,2019-04-16 07:09:38,2127.63,0,1,3af7ed93-5ceb-4c9c-8f5c-1433c30f3f21
2016-10-22 04:10:35,2019-04-30 23:54:07,2019-09-03 06:36:39,3031.33,1320.95,1,5cf35a81-39fc-4c0f-931c-36e2089d2494
2013-04-16 20:18:36,2019-08-28 23:35:55,2019-03-27 07:26:45,825.46,0,1,a63429d1-4886-4889-b4fa-cafa8231626e
2016-05-07 06:10:51,2019-12-01 11:41:52,2019-11-22 12:52:08,816.12,0,1,8bcfbde6-0a3e-420f-8a7c-c2c92f03a7f0
2011-10-04 15:19:31,2019-12-11 23:33:30,2019-10-17 15:36:29,4174.94,2926.02,1,62c65c76-99dd-486e-8a8d-320d15227f21
2010-05-05 20:56:52,2019-03-18 04:48:41,2019-08-06 09:23:58,1866.78,341.68,1,e1ee3a17-d034-475d-9fb7-57d55f9ed9b2
2019-07-11 23:57:45,2019-10-06 00:25:48,2020-02-24 15:47:13,170.23,0,1,4326788b-db8e-4da1-92c7-78421c32ad49
2013-05-06 06:17:46,2019-04-23 13:19:56,2020-01-07 12:27:00,272.13,190.43,1,76e6f356-dff4-4713-9edd-67a8696f5683
2017-11-04 23:48:44,2019-11-03 13:42:47,2019-09-11 03:54:15,907.06,0,1,0cd80939-7c8e-422c-9938-f4cc86688b18
2015-02-06 18:46:48,2020-03-04 13:25:12,2020-03-09 14:47:00,4148.54,1066.38,1,b9e74108-d4ee-492b-a35d-d275a74a4ad3
2015-12-15 22:55:23,2019-10-02 17:08:51,2019-11-13 04:38:57,4034.97,1664.34,1,774b6440-1063-40ef-83dd-2d5bd96597cb
2015-12-07 19:00:58,2019-05-16 09:56:53,2019-04-10 17:56:09,3878.8,3704.03,1,01de3dba-61f6-4c75-b3b5-9165f1caacc6
2014-11-21 12:07:14,2019-11-09 04:12:39,2020-02-27 02:04:13,3808.71,2779.79,1,f738bdb9-485a-4ef2-9eda-7ba628d4c23d
2011-07-23 18:55:02,2019-07-07 08:06:39,2020-03-03 00:58:08,3368.23,2508.32,1,114518e3-91e3-48e4-866c-691e5e2004ac
2012-10-04 07:51:35,2020-02-03 21:40:01,2019-11-04 21:28:59,1126.68,0,1,261d98a4-9c8d-4c9f-a1bc-98d5b09624c3
2018-05-21 22:55:39,2019-08-10 09:57:37,2019-09-09 04:45:59,2983.85,0,1,d406284f-f197-403b-9d01-e84bac2fcc5a
2013-10-24 02:36:36,2019-07-21 21:07:20,2019-08-07 14:13:07,731.72,0,1,9ad3a544-dcfa-454a-83ec-2ca90904df0e
2013-07-08 05:55:01,2019-11-24 06:45:04,2019-12-20 07:30:03,3386.64,1397.03,1,b9e74108-d4ee-492b-a35d-d275a74a4ad3
2016-04-01 08:08:35,2019-04-19 11:19:34,2019-04-28 04:52:19,437.45,0,1,0cd80939-7c8e-422c-9938-f4cc86688b18
2010-12-30 18:05:49,2019-03-25 19:59:45,2019-12-21 18:56:47,3880.39,1184.91,1,6aa8aa03-a545-49d0-b5ae-9b33cb7bca5e
2012-11-14 19:43:07,2019-09-11 16:29:42,2019-08-05 14:19:15,1707.34,1145.11,1,d1160017-052d-45a6-89d3-75140e7da639
2012-05-18 23:18:53,2020-02-07 11:41:07,2019-08-25 15:21:53,3155.94,992.84,1,2f7f77d7-c389-470a-82f1-6586a78c6157
2015-08-14 16:21:04,2019-06-26 05:16:09,2019-07-16 18:38:33,1642.44,0,1,7246668f-ead1-414b-b523-7561195a44a0
2019-03-03 06:12:58,2019-12-07 16:08:19,2019-04-22 17:58:56,471.59,0,1,33406bb2-e87c-4310-b38c-d9c5868a35d7
2011-12-05 03:15:29,2019-05-20 08:57:59,2019-03-26 21:09:43,3051.0,0,1,c8bb40db-0827-4ca4-9216-4ec396664cc5
2018-12-30 00:30:27,2019-06-13 12:13:00,2019-10-11 11:00:34,443.42,0,1,6e9dc2fd-87c8-462a-9318-8a45e1321ba2
